name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"Kindertagesstätte „Reichenhainer Wichtelberg“, Chemnitz","Am Hang 22
09125 Chemnitz",Frau: Angelika Stosius,0371 512221,0371 512221,kita.reichenhain@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-reichenhainer-wichtelberg,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte „Rote Schule“ Integrationseinrichtung, Oelsnitz","Rudolf-Breitscheid-Straße 1
09376 Oelsnitz",Frau: Melanie Forchmann,037298 18109,037298 18109,kita.rote-schule@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-rote-schule,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte „Tausendfüßler“ Integrationseinrichtung, Chemnitz","Herweghstraße 7
09131 Chemnitz",Frau: Katrin Sattler,0371 411778,,kita.tausendfuessler@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-tausendfuessler,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindervilla ""Mittendrin"", Zwickau","H.-Heine-Straße 17
08058 Zwickau",Leiterin: Daniela Raake,0375 / 21 39 41,0375 / 2 11 81 30,mittendrin@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/awo-kindervilla-mittendrin,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kinderzentrum Langebrück, Langebrück","Friedrich-Wolf-Str. 5
01465 Langebrück",Leiterin: Sandra Reppe,035201/ 815141,035201/ 815871,kiz.langebrueck@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kita "" Sputnik"", Borna","Geschw.-Scholl-Str.30
04552 Borna",Leiterin Kita: Eva Schumann,03433/803306,03433/219370,kita-sputnik@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Am Sperlingsberg"", Reichenbach","Enge Gasse 17
08468 Reichenbach",Leiterin der Kita: Frau Hoffmann,03765/12350,,kita_sperlingsberg@awovogtland.de,http://www.awovogtland.de/kitas/reichenbach/kita-sperlingsberg,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Am Wasserturm"", Markkleeberg","Augsut-Bebel-Str.50e
04416 Markkleeberg",Leiterin Kita: Ulrike Taruza,0341/3581623,0341/3198255,kita-wasserturm@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""August Horch"", Reichenbach","Obere Dunkelgasse 40
08468 Reichenbach",Leiterin der Kita: Frau Seifert,03765/12127,,kita_augusthorch@awovogtland.de,http://www.awovogtland.de/kitas/reichenbach/kita-august-horch,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Berta Semmig-Haus der kleinen Stifte"" Döbeln, Döbeln","Heinrich-Heine-Straße 2
04720 Döbeln",Leiterin Kita: Jacqueline Spieler,0341 710582,03431 706236,kita-kleine-stifte@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Flohkiste"", Lengenfeld","Augustusstr. 18
08485 Lengenfeld",Leiterin der Kita: Frau Hedrich,037606/8462,,kita_flohkiste@awovogtland.de,http://www.awovogtland.de/kitas/lengenfeld/kita-flohkiste,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Forscherinsel"", Seebenisch","Am alten Bahnhof 21a
04420 Seebenisch",Leiterin Kita: Irina Lüer,034205/411382,034205/411383,kita-forscherinsel@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Fröbelkindergarten"", Reichenbach","Agnes-Löscher-Str. 14
08468 Reichenbach",Leiterin der Kita: Frau Winkler,03765/16019,,kita_stadtpark@awovogtland.de,http://www.awovogtland.de/kitas/reichenbach/kita-stadtpark,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Funtasia"" Lindhardt, Lindhardt","Forststraße 21
04683 Lindhardt",Leiterin Kita: Sylvia  Künast,"034293 44410,   034293 44411",034293 44412,kita-funtasia@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Grashüpfer"", Taucha","Friedrich - Ebert - Straße 16
0445 Taucha",Leiterin: Frau Stober,034298/ 732225,034298/ 730502,kita-grashuepfer@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Haus Sonnenschein"", Taucha","Engelsdorfer Str. 33
04425 Taucha",Leiterin Kita: Angela Zimmermann,034298/68412,034298/ 209178,kita-haus-sonnenschein@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Hohburger Zwerge"", Hohburg","Am Lossatal 24-26
04808 Hohburg",Leiterin Kita: Maria Günther,034263 41262,034263 70188,kita-hohburger-zwerge@awo-kinderwelt.de,http://www.awo-kinderwelt.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Hummelburg"", Großösna","Fuchshainer Str. 35
04463 Großösna",Leiter Kita: Tom Narr,034297/16583,034297/143491,kita-knepp-hummelburg@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Kinderland am Bahnhof"", Geithain","Bahnhofstr. 15
04643 Geithain",Leiterin Kita: Grit Syrbe,034341/42428,034341/42428,kita-kinderland-geithain@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Kinderland"", Wachau","Bauernhofstr. 5
04416 Wachau",Leiterin Kita: Verena Munkelt,034297/45463,034297/ 919332,kita-kinderland-wachau@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Kleine Sackhupper"" Dahlen, Dahlen","Max-Hupfer-Straße 2
04774 Dahlen",Leiterin Kita: Ines Aschmoneit,034361 51587,034361 59934,kita-kleine-sackhupper@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Kleine Strolche"", Deutzen","Saarstr. 8
04574 Deutzen",Leiterin Kita: Anja Thiem,03433/912220,03433/912220,kita-kleine-strolche@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Knirpsenland"", Störmthal","Dorfstr. 46
04463 Störmthal",Leiterin Kita: Maren Maier,034297/43205,034297/919254,kita-knirpsenland@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Koboldkiste"", Taucha","Am Dingstuhl 3
04425 Taucha",Leiterin Kita: Cornelia Baatzsch,034298/38478,034298/ 209177,kita-koboldkiste@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Krümelwäldchen"", Neukieritzsch","Lobstädter Straße 21
04575 Neukieritzsch",Leiterin: Nancy Hauschild,03433/ 852400,03433/ 852400,kita-kruemelwaeldchen@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Lobstädter Würmchen"", Neukieritzsch","Görnitzer Straße 1
04575 Neukieritzsch",Leiterin: Anne Hacker,03433/ 900062,,kita-lobstaedt@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Löwenzahn"", Heinsdorfergrund OT Hauptmannsgrün","Hauptstr. 49
08468 Heinsdorfergrund OT Hauptmannsgrün",Leiterin der Kita: Frau Rehwald,037600/2553,,kita_loewenzahn@awovogtland.de,http://www.awovogtland.de/kitas/hauptmannsgruen/kita-loewenzahn,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Löwenzahn"", Eilenburg","Torgauer Landstr. 75
04838 Eilenburg",Leiterin: Silvia Postel,03423/752027,03423/752027,kita.loewenzahn@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kita ""Märchenland"", Netzschkau","Elsterberger Str. 6
08491 Netzschkau",Leiterin der Kita: Frau Müller,03765/31861,,kita_maerchenland@awovogtland.de,http://www.awovogtland.de/kitas/netzschkau/kita-maerchenland,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Mischka"", Mylau","Schützenstr. 6
08499 Mylau",Leiterin der Kita: Frau Schuster,03765/34504,,kita_mischka@awovogtland.de,http://www.awovogtland.de/kitas/mylau/kita-mischka,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Pfiffikus"", Limbach","Herlasgüner Str. 2
08491 Limbach",Leiterin der Kita: Frau Bernhardt,03765/34470,,kita_pfiffikus@awovogtland.de,http://www.awovogtland.de/kitas/limbach/kita-pfiffikus,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Pusteblume"", Waldkirchen","Hauptstr. 92
08485 Waldkirchen",Leiterin der Kita: Frau Graupner,037606/2358,,kita_pusteblume@awovogtland.de,http://www.awovogtland.de/kitas/lengenfeld/kita-pusteblume,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Rasselbande"", Ramsdorf","Kleine Gasse
04565 Ramsdorf",Leiterin: Manuela Türpe,034492/22212,034492/ 25099 ,kita-rasselbande@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Regenbogen"", Coschütz","Feldweg 4
07985 Coschütz",Leiterin der Kita: Frau Sagan,036621/20317,,kita_regenbogen@awovogtland.de,http://www.awovogtland.de/kitas/elsterberg/kita-regenbogen,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Regenbogenland"", Regis-Breitingen","Am Stadion 30
04565 Regis-Breitingen",Leiterin Kita: Marina Hammer,034343/51458,034343/ 789977,kita-regenbogenland@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Schloßpark"", Netzschkau","Mylauer Str. 5
08491 Netzschkau",Leiterin der Kita: Frau Petermann,03765/34703,,kita_schlosspark@awovogtland.de,http://www.awovogtland.de/kitas/netzschkau/kita-schlosspark,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Sonnenkäfer"", Taucha","Graßdorfer Str. 27
04425 Taucha",Leiterin Kita: Jane Prezewowsky,034298/68883,,kita-sonnenkaefer@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Spatzennest"" Lüptitz, Lüptitz","Dr.-Robert-Koch-Str. 8
04808 Lüptitz",Leiterin Kita: Franziska Janke,03435 920091,03435 920091,kita-spatzennest@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Thumirnicht"" Colditz, Colditz","Schönbacher Weg 8
04680 Colditz",Leiterin Kita: Marion Sobisch,034381 42237,034381 45389,kita-thumirnicht@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Tierhäuschen"" Waldheim, Waldheim","An der Zschopau 2
04736 Waldheim",Leiterin Kita: Ines Hebenstreit,034327 93125,034327 66250,kita-tierhaeuschen@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Villa Kunterbunt"" Hartha, Hartha","Dresdner Straße 84 a
04746 Hartha",Leiterin Kita: Silvia Schalm,034328 38313,034328 78013,kita-villa-kunterbunt@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Villa Regenbogen"" Mochau, Mochau","Siedlungsstraße 5
04720 Mochau",Leiterin Kita: Sabine Barthel,03431 571223,,kita-villa-regenbogen@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Waldfrieden"" Bad Lausick, Bad Lausick","Glastener Straße 33
04651 Bad Lausick",Leiterin Kita: Tina Braun,034345 22477,034345 54992,kita-waldfrieden@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita ""Waldknuffel"", Markranstädt","Am Hoßgraben 7
04420 Markranstädt",Leiterin Kita: Isabell Winter,034205/88220,034205/209530,kita-hossgraben@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Weißbach - Zwerge"", Markanstädt","Weißbachweg 1
04420 Markanstädt",Leiterin: Berit Zeltner,034205/44927,034205/44928,kita-weissbachweg@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Wichtelhausen"", Reichenbach","Julius-Mosen-Str. 16
08468 Reichenbach",Leiterin der Kita: Frau Burkhardt,03765/62287,,kita_wichtelhausen@awovogtland.de,http://www.awovogtland.de/kitas/reichenbach/kita-wichtelhausen,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Wirbelwind"", Großpösna","Hauptstr. 12
04463 Großpösna",Leiterin Kita: Daniela Riehl,034297/148164,034297/148165,kita-wirbelwind@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Zitronenbäumchen"", Elsterberg","Walter-Suchanek-Str. 19
07985 Elsterberg",Leiterin der Kita: Frau Pabst,036621/22230,,kita_zitronenbaeumchen@awovogtland.de,http://www.awovogtland.de/kitas/elsterberg/kita-zitronenbaeumchen,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kita ""Zur Sonne"", Markkleeberg","Rob.-Havemann-Str.12
04416 Markkleeberg",Leiterin Kita: Silke Nitzschke,0341/3583575,0341/3503604,kita-sonne@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Kita ""Zwergenland"" Colditz, Colditz","Am Ring 6a
04680 Colditz",Leiterin Kita: Gudrun Modes,034381 42592,034381 42592,kita-zwergenland@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kita Projekt - Gemeinsam vor Ort – Unterstützung in Erziehungsfragen, Bautzen","Löbauer Straße 48
02625 Bautzen",Herr: Nora Lehning,03591/ 32 61 127,,nora.lehning@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kneipp® Kita ""Knirpsenland"" Wurzen, Wurzen","Fr.-Ebert-Straße 31
04808 Wurzen",Leiterin Kita: Petra Röber,03425 923242,03425 853396,kita-knirpsenland@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Kompetenzzentrum für den Übergang in den Ruhestand, Dresden","Herberger Straße 2-4
01239 Dresden",Anrede: Vorname Nachname,0351 2891613,,kuer@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"Kontakt- und Begegnungsstätte Bautzen, Bautzen","Löbauer Straße 50
02625 Bautzen",Frau: Jana Stahn,035913261165,,suchtberatung@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kreisjugendwerk der Arbeiterwohlfahrt Dresden e.V., Dresden","Georg-Palitzsch-Straße 10
01239 Dresden",Herr: Florian Heinrich,0176 7286 2419,,kreisjugendwerkdresden@gmail.com,http://facebook.com/kjwdresden,Kreisjugendwerk der Arbeiterwohlfahrt Dresden e.V.,http://facebook.com/kjwdresden
"Küche am Park, Reichenbach","Trinitatisgasse 2
08468 Reichenbach",Küchenleiter: Herr Habeck,03765/5259647,03765/392025,kueche@awovogtland.de,http://www.awovogtland.de/pflegezentrum/kueche-am-park,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Kurzzeitpflege im Seniorenheim Schönau, Leipzig","Jenaer Straße 29
04205 Leipzig",Frau: Silke Eilenberger,0341 30848159,,silke.eilenberger@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/kurzzeitpflege/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Mehrgenerationenhaus Adorf, Adorf","Schillerstraße 23
08626  Adorf",Frau: Sylvia Hendel,015154056306,,s.hendel2@awo-vogtland.de,,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"Menüservice,","
",,0341 – 47 83 90 45,,,http://www.ihr-menueservice.de/awo-leipzig/Seiten/default.aspx,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Migrationsberatung für Erwachsene Zuwanderer (MBE), Chemnitz","Max-Müller-Straße 13
09123 Chemnitz",Frau: Alexandra Neumann,0371 2677572,0371 2620179,mbe@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/migrationsberatung-fuer-erwachsene-zuwanderer-mbe,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Migrationserstberatung, Delitzsch","Schäfergraben A-H, Haus G
04509 Delitzsch",Ansprech-partner: Jelena Bogdanow,01575/4358157,,j.bogdanow@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Migrationserstberatung, Bad Düben","Postweg 6
04849 Bad Düben",Ansprech-partner: Jelena Bogdanow,034243/29163,034243/29136,,www.awo-nordsachsen.de,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Möbeldienst, Radeberg","Pulsnitzer Straße 67
01454 Radeberg",Leiter: Laszlo Balog,03528/415454,03528/415454,,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Mobile Familienbildung, Wurzen","Am Bahnhof 1
04808 Wurzen",Anrede: Vorname Nachname,03425 8519788,03425 851654,mofa@awo-mulde-collm.de,http://www.awo-mulde-collm.de,AWO Kreisverband Mulde-Collm e.V.,http://www.awo-mulde-collm.de
"mobile Jugendarbeit Adorf / Bad Elster, Adorf","August-Bebel-Str. 8
08626 Adorf",Ansprechpartner: Herr Uebel,037423/57887,,mob3@awovogtland.de,http://www.awovogtland.de/jugendarbeit,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Mobiler Sozialer Hilfsdienst, Bad Düben","Postweg 6
04849 Bad Düben",Leiter: Bert Liebau,0178/8833526,,b.liebau@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Mobiler Sozialer Hilfsdienst, Delitzsch","Johannes-R.-Becher Straße 20
04509 Delitzsch",Anrede: Jeannine Roitzsch,034202 3746 0,034202 3746 10,j.roitzsch@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Montessori Kinderhaus ""Sonnenschein"" Grimma, Grimma","Am Pulverturm 10/12
04668 Grimma",Leiterin: Anne Nikolov,03437 945012,03437 707588,kita-sonnenschein@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Musischer Kindergarten „Pampel-Muse“, Chemnitz","Bernhardstraße 4
09126 Chemnitz",Frau: Manja Hofmann,0371 50390,,kiga.pampel-muse@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-musischer-kindergarten-pampel-muse,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Mutter- / Vater-Kind-Haus, Treuen","Weststraße 19
08233 Treuen",Teamleiterin: Andrea Berger,037468 682131,037468 682180,a.berger@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Naturkinderhaus Spatzennest Integrationseinrichtung, Chemnitz","Am Harthwald 128 / 130
09123 Chemnitz",Frau: Christin Wermke,0371 242380,0371 4007649,naturkinderhaus@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-naturkinderhaus-spatzennest,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Naturkindertagestätte ""Regenbogen"" Grimma, Grimma","Stecknadelallee 11
04668 Grimma",Leiterin Kita: Ina Knofe,03437 944171,03437 702346,kita-regenbogen@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Obdachlosenunterkunft Hoyerswerda, Hoyerswerda","Gerhard-von-Scharnhorst-Str. 66
02977 Hoyerswerda",,03571-4885601,03571-4885605,info@awo-lausitz.deObdachlosenheim-wsw@awo-lausitz.de,http://www.awo-lausitz.de,AWO Kreisverband Lausitz e.V.,http://www.awo-lausitz.de
"PEKiP, Chemnitz","Clara-Zetkin-Straße 1
09111 Chemnitz",Frau: Christin Göckeritz,0371 6956 175,,familienbildung@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/pekip-prager-eltern-kind-programm,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Pflegedienst, Bad Düben","Neuhofstraße 19 A
04849 Bad Düben",Pflegedienstleiter: Heiko Kunze,034243/24276,034243/51309,heiko.kunze@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Pflegedienst, Delitzsch","Dübener Straße 131
04509 Delitzsch",Pflegedienstleiterin: Viola Wolfgramm,034202/962504,034202/962506,viola.wolfgramm@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Pflegewohnheim Hoyerswerda, Hoyerswerda","Ferdinand-von-Schill-Str. 31
02977 Hoyerswerda",Frau: Kora Rottgardt,03571-4885519,03571-4885505,k.rottgardt@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Pflegezentrum ""Wohnen am Park"", Reichenbach","Trinitatisgasse 2
08468 Reichenbach",Leiterin des Pflegeheims: Frau Schramm,03765/16022,03765/392026,pflegezentrum@awovogtland.de,http://www.awovogtland.de/pflegezentrum/wohnen-am-park,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Physiotherapie, Chemnitz","Stollberger Straße 90b
09119 Chemnitz",Herr: Rocco Bertram,0371 2787-165,,physiotherapie@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/physiotherapie,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Präventive Schuldnerberatung, Chemnitz","Heinrich-Zille-Straße 16
09111 Chemnitz",Frau: Daniela Kunze,0371 273269-49,0371 273269-41,kids-and-money@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/schuldnerberatung-praeventive-schuldnerberatung-insolvenzberatung/schuldenpraeventionsprojekt,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
